2020-09-12 14:06:23.328: (101ms) 100% AUTOCLICK > Clicks in one second: 44; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.33: (101ms) 100% AUTOCLICK > Clicks in one second: 45; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.337: (101ms) 100% AUTOCLICK > Clicks in one second: 46; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.339: (101ms) 100% AUTOCLICK > Clicks in one second: 47; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.346: (101ms) 100% AUTOCLICK > Clicks in one second: 48; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.455: (101ms) 100% AUTOCLICK > Clicks in one second: 49; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.46: (101ms) 100% AUTOCLICK > Clicks in one second: 50; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.469: (101ms) 100% AUTOCLICK > Clicks in one second: 51; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.487: (101ms) 100% AUTOCLICK > Clicks in one second: 52; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.549: (101ms) 100% AUTOCLICK > Clicks in one second: 53; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.627: (101ms) 100% AUTOCLICK > Clicks in one second: 54; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.692: (101ms) 100% AUTOCLICK > Clicks in one second: 55; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.693: (101ms) 100% AUTOCLICK > Clicks in one second: 56; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.697: (101ms) 100% AUTOCLICK > Clicks in one second: 57; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.958: (101ms) 100% AUTOCLICK > Clicks in one second: 58; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.964: (101ms) 100% AUTOCLICK > Clicks in one second: 59; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.969: (101ms) 100% AUTOCLICK > Clicks in one second: 60; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:23.975: (101ms) 100% AUTOCLICK > Clicks in one second: 61; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:24.077: (101ms) 100% AUTOCLICK > Clicks in one second: 62; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:24.081: (101ms) 100% AUTOCLICK > Clicks in one second: 63; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:24.111: (101ms) 100% AUTOCLICK > Clicks in one second: 64; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:24.122: (101ms) 100% AUTOCLICK > Clicks in one second: 65; Last second: 36; Better click in one second: 36 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.465: (101ms) 80% AUTOCLICK > Clicks in one second: 32; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.466: (101ms) 82% AUTOCLICK > Clicks in one second: 33; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:25.503: (101ms) 85% AUTOCLICK > Clicks in one second: 34; Last second: 65; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
